path,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,asm_45,asm_90,asm_135,entropy_0,entropy_45,entropy_90,entropy_135
Dendellion,1.7923700368399536,2.9140154842735257,1.3993778141629176,2.869648032446374,0.3869995906672119,0.4962192428633615,0.34485468686041765,0.5016871782661899,0.8944895879088333,0.8827467521445611,0.8986767519279716,0.8811718882227882,0.642435108488269,0.6406983630017609,0.6428396441904518,0.6405384826052857,0.9938395037566302,0.9900079294481287,0.9951902444305496,0.9901600640923166,0.642435108488269,1.7170564432336477,0.6406983630017609,1.768473990300545,0.6428396441904518,1.6929517674225383,0.6405384826052857,1.7705920387263048
Dendellion,5.47605403192798,10.677071616817615,6.919230454359404,12.056107913728138,0.8824068767908331,1.2571817965369807,1.000163733115023,1.3195293963103825,0.8035574047459485,0.7752529705767375,0.792130506935285,0.7769720524041488,0.4514284374529232,0.44836430462243443,0.45061404137125927,0.4487476724082751,0.9953043949330249,0.9908622088258899,0.994066900474024,0.9896819839332471,0.4514284374529232,2.8714916009476323,0.44836430462243443,2.9944510102971016,0.45061404137125927,2.9143756483355956,0.4487476724082751,3.0055676405572975
Dendellion,20.52826852230868,33.00086206188792,12.89959885386825,29.05330826512091,1.9702660663119167,2.5223438231213193,1.5843798608268564,2.397254538140082,0.6866590379860213,0.6664932450669412,0.7010309320658317,0.6670033086538423,0.29260110357325114,0.2903466228569371,0.29318260970679205,0.29004910697415476,0.9925430346795378,0.9880285500661562,0.9953141756112259,0.9894605715251915,0.29260110357325114,4.092559222207428,0.2903466228569371,4.209724541878568,0.29318260970679205,3.999153354602611,0.29004910697415476,4.196039137026408
Dendellion,8.141301678264462,13.850099752875648,6.989193614408543,13.682892587088748,1.1767990176013134,1.5514650947036628,1.0928366762177648,1.5376556842718867,0.7549841531834056,0.7321125973117464,0.7599789050103368,0.7324557854161146,0.3685266862357734,0.3662237562740195,0.369065832809584,0.3661162725179897,0.9955851707957847,0.9925019335173767,0.9962099308805624,0.9925924549192314,0.3685266862357734,3.4486661668533833,0.3662237562740195,3.5619147564593896,0.369065832809584,3.416655687608736,0.3661162725179897,3.5586285893919216
Dendellion,0.42323372902169437,1.056198224973523,0.753385182153091,1.1114358667006035,0.1722144903806796,0.27787949195819484,0.23127302496929966,0.28635232879861455,0.9356563550113511,0.9172851797860834,0.9247372867717011,0.9159720381901694,0.7144800058442606,0.7126887356262085,0.7142738303646542,0.7127134340458816,0.997071764582847,0.9927105835771897,0.9947875393148896,0.9923293576261846,0.7144800058442606,1.2698133752801863,0.7126887356262085,1.3388722026197684,0.7142738303646542,1.3041677366914468,0.7127134340458816,1.3424277896230463
Dendellion,14.800966025378779,27.436195105130498,14.449987720016505,27.31466900928568,1.6934261154318524,2.314923522795386,1.6650839132214552,2.3392747185983827,0.6953868233568149,0.6699424898637568,0.6969773308835947,0.6683360287783406,0.2872298822988039,0.2844920395594774,0.28698921010164724,0.2843773216274084,0.9947297514239024,0.9902437259427993,0.994854725895901,0.990286940458939,0.2872298822988039,4.14761585927038,0.2844920395594774,4.296746243994806,0.28698921010164724,4.140940013317729,0.2843773216274084,4.299802343101077
Dendellion,29.96710601719211,45.462245794369416,22.375988538682044,50.2037832201706,2.6703397462136778,3.345300941699991,2.3047155137126496,3.5049055426474394,0.5964991058096689,0.5711729241477237,0.6141343966024656,0.5663306532472125,0.16888136007729068,0.16744092008113615,0.16995479883629755,0.16726350068782195,0.99394138276536,0.9908161143562303,0.995477124547881,0.9898582703972874,0.16888136007729068,5.15499321243465,0.16744092008113615,5.2906174388626015,0.16995479883629755,5.060344607629205,0.16726350068782195,5.316609379578698
Dendellion,3.9479164961113566,7.835797735650801,4.663315595579233,8.006518829894672,0.8077609496520674,1.1713368527352093,0.9126483831354884,1.1937833022717461,0.7876473244044349,0.7545047481123843,0.771889188044528,0.750559696686621,0.394915701606949,0.39205181444896087,0.39404966005942077,0.39172874099015864,0.9975579814459478,0.9951615815912173,0.9971154650259146,0.9950561653830639,0.394915701606949,3.180600935070338,0.39205181444896087,3.3243894699114236,0.39404966005942077,3.2302830764928423,0.39172874099015864,3.335119723001474
Dendellion,7.900499386000853,12.507204374348357,6.160507572656581,13.332829779722681,1.0475808432255445,1.3258183430349566,0.922505116659847,1.378789993514017,0.7995422066855364,0.7848825319592931,0.8066654365857809,0.7828084995789582,0.4738468495868691,0.47154362750455175,0.47433670264092076,0.4716205097640516,0.9919769822846436,0.9873241564285892,0.9937439573150791,0.9864873988148285,0.4738468495868691,2.8071503636379975,0.47154362750455175,2.8851748791269998,0.47433670264092076,2.7652357634253346,0.4716205097640516,2.8944806859878174
Dendellion,0.5485550552599263,0.7831298593607611,0.3203602128530493,0.8005352993817787,0.17580024559967256,0.2206385826060545,0.13627507163323774,0.21477656176878718,0.9398604203428238,0.9301008468466759,0.9475794587754116,0.9330887514172631,0.7465369838959488,0.7451906223505163,0.7474087818386936,0.7454068257171379,0.9944266812405912,0.9920635505804676,0.9967451405890039,0.9918871591522764,0.7465369838959488,1.1302652591736855,0.7451906223505163,1.1599688831349986,0.7474087818386936,1.0970733826643626,0.7454068257171379,1.1591664820589491
