path,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,asm_45,asm_90,asm_135,entropy_0,entropy_45,entropy_90,entropy_135
Dendellion,121.09051282051335,174.18795091777267,60.566588628762354,175.99014552409562,7.124782608695543,8.667005961901909,4.942530657747957,8.66740864196149,0.2403110208344293,0.2010827644645108,0.2976578546638024,0.2032136955778662,0.0010061923866129,0.0008065419087101,0.0013875692417065,0.000827575463152,0.9829981946976986,0.9755631964979788,0.9914929958670484,0.9753104066986829,0.0010061923866129,8.375544532210736,0.0008065419087101,8.560059539030146,0.0013875692417065,8.03203457610413,0.000827575463152,8.550581301772313
Dendellion,13.148651059085788,25.83912931622685,16.66871794871803,30.465654746591284,2.2384169453734346,3.0813078153487967,2.4497212931995294,3.4539658393082475,0.441512854722641,0.3720176027829208,0.4328285682032576,0.3337611787355031,0.0019178207054607,0.0014992485865068,0.0018722199851109,0.0012682857415383,0.995133418790912,0.990455007196079,0.9938309252783832,0.9887459881827252,0.0019178207054607,7.0710380949243445,0.0014992485865068,7.337330196086577,0.0018722199851109,7.121456129885233,0.0012682857415383,7.4748328992231325
Dendellion,34.466020066889605,55.7996219281664,22.154894091416043,52.330119349895256,3.4074024526197566,4.378899564881752,2.726198439241857,4.268554043019603,0.430436067794705,0.37562218643406,0.4644064603502933,0.3684916587304141,0.0017421493545314,0.0014076375204576,0.0019514373441014,0.001290515348979,0.995118880116128,0.9920997938447554,0.9968586022901106,0.9925909831374852,0.0017421493545314,7.5879271990964625,0.0014076375204576,7.821003959400266,0.0019514373441014,7.409657251212739,0.001290515348979,7.824312571984953
Dendellion,32.02170568561915,57.28213330947112,24.8833333333334,50.853916622856666,3.892809364548409,5.22495274102071,3.3642920847268294,4.888323396829982,0.2726531652474089,0.2199608245101303,0.3192965116435039,0.2334556281472431,0.0007569068951502,0.0005805061589965,0.0009514014260342,0.0006271100616204,0.9945262455267444,0.9902223006420638,0.9957479371568388,0.9913195790251952,0.0007569068951502,7.930416042769016,0.0005805061589965,8.209104512320868,0.0009514014260342,7.767087930541189,0.0006271100616204,8.137633382375933
Dendellion,32.7282162764775,64.23717855504945,31.469464882943434,60.47897674522584,3.4088851727979974,4.831019787250567,3.217268673355436,4.727788279773048,0.3670381572029069,0.2953283809623717,0.3951623442227694,0.3001667319550825,0.0017607081824839,0.0012823537370527,0.0018801104014499,0.0013325106408828,0.9951511655444556,0.990499150647868,0.995336004249023,0.991054962046437,0.0017607081824839,7.559838712381826,0.0012823537370527,7.881261196097753,0.0018801104014499,7.483364132004515,0.0013325106408828,7.855549106634986
Dendellion,45.84670011148271,86.45385398373548,42.50265328874009,82.75858211876705,3.986722408026692,5.3990783100859145,3.6890301003343824,5.484681379402825,0.3381693746962001,0.2881937432899323,0.3820285189446064,0.2690421664244229,0.0006123979473259,0.0004803559414086,0.0007327102977967,0.0004439520518255,0.9941662316463178,0.9889960642154406,0.9945866648975964,0.9894664484535776,0.0006123979473259,8.117705536346527,0.0004803559414086,8.385143748737486,0.0007327102977967,8.007977145731054,0.0004439520518255,8.415754575876525
Dendellion,39.57442586399072,60.94898267357184,27.8223299888519,65.5850941264639,4.242787068004446,5.284459905370172,3.471047937569596,5.508070379525874,0.2753653270497992,0.2357975224838329,0.3378114690080856,0.2304315213910046,0.0004974895259685,0.0004143695241849,0.0006858860017722,0.0004013919831829,0.992715180277404,0.9887743957067192,0.9948728593692664,0.9879205532767252,0.0004974895259685,8.156714813468128,0.0004143695241849,8.353792993183779,0.0006858860017722,7.933101078359804,0.0004013919831829,8.392597798689481
Dendellion,21.375741360089208,45.45276898468697,27.88154960981088,48.75363810248247,3.1752062430322336,4.782396170065163,3.754749163879476,4.962852764510376,0.3062951107220686,0.2141813667340342,0.2633150460813216,0.2095094111433636,0.0005449325075906,0.0003607101037331,0.0004551281429862,0.0003461510252103,0.9973946697828984,0.99446048995088,0.9965965013669584,0.9940583274396732,0.0005449325075906,8.005941410170468,0.0003607101037331,8.398613276479395,0.0004551281429862,8.177765897469994,0.0003461510252103,8.44355613583065
Dendellion,42.28225195094738,66.56021744723165,31.103132664437297,72.58895314370055,3.6267335562987166,4.484133287099613,2.9519620958750927,4.735282603102784,0.4141506737059423,0.3730604895330077,0.4760381402705652,0.3639245285522772,0.0018417876260397,0.0015145272736726,0.0022925822977365,0.001517042494493,0.994431172934012,0.9912494895353328,0.9959075378009132,0.9904568838041828,0.0018417876260397,7.647676312651202,0.0015145272736726,7.820743800953346,0.0022925822977365,7.413777094929028,0.001517042494493,7.866750629771477
Dendellion,21.42756967670022,32.16431583539348,11.614570791527257,32.200031319560296,2.930156075808169,3.715909218017633,2.1932107023410903,3.6807977539400536,0.3559112826868542,0.2926304456271486,0.4249884998036879,0.2994130800841622,0.0008785501405029,0.0006837478223209,0.0011998747217594,0.0007109941711247,0.993539802407398,0.990279646402912,0.9964880154849564,0.9902689013440772,0.0008785501405029,7.648571797261927,0.0006837478223209,7.881283271269836,0.0011998747217594,7.380625001697214,0.0007109941711247,7.870029380057118
Dendellion,65.47152731326642,94.77067370610897,45.78299888517253,112.72936544333822,4.733578595317675,5.749499446314831,3.884314381270845,6.254851735439125,0.4045098543280865,0.3619059279020574,0.4304428594585173,0.3521679295339374,0.0051219750214081,0.003999118026929,0.0053380369222817,0.0039088251903251,0.9912356421057535,0.9873282315927736,0.9938818137001018,0.9849269907129528,0.0051219750214081,7.334507030350829,0.003999118026929,7.53056562732752,0.0053380369222817,7.200562048296624,0.0039088251903251,7.59329615910698
Dendellion,47.92896321070271,106.44563259918642,55.52268673355663,87.55306987617584,4.421092530657741,6.690193621995205,4.777915273132656,5.974340331763578,0.3234582107707761,0.2364712668344488,0.2995862079901267,0.2589327352059639,0.0007345971770138,0.000477306722555,0.0006769253761764,0.0005330457075124,0.9950964474574284,0.9891189875810124,0.994320787063727,0.9910502394219056,0.0007345971770138,8.191908370718908,0.000477306722555,8.593172816339523,0.0006769253761764,8.26216379228095,0.0005330457075124,8.482258885698505
Dendellion,51.371571906354255,100.40042057694924,52.59054626532899,94.93092918423584,4.79950947603118,6.775830247983696,4.8453288740245,6.588315566939886,0.2759182248879374,0.2156389080383065,0.2748313226940104,0.216708535913347,0.0004716731977892,0.0003435264524028,0.0004638741923095,0.0003352538619724,0.9947736748025078,0.9897500819751506,0.9946490327501392,0.9903084648571115,0.0004716731977892,8.33684217305946,0.0003435264524028,8.660880613915923,0.0004638741923095,8.35276983591699,0.0003352538619724,8.641414871621942
Dendellion,36.69020066889632,55.65205087191414,19.38976588628763,50.62348295880386,3.996153846153795,4.916153063164799,2.7369007803790084,4.678404044697433,0.2892949609966699,0.2508766600511522,0.3962696236345392,0.2588484817819534,0.0005577927912812,0.0004639223646353,0.0008880381029791,0.0004958299982858,0.994024309107242,0.9909438643444236,0.9968390226876052,0.9917620806251972,0.0005577927912812,8.138123397361973,0.0004639223646353,8.321683483582646,0.0008880381029791,7.735587201342457,0.0004958299982858,8.280855789600896
Dendellion,55.19282051282013,85.07827652934414,89.77482720178372,188.49579982326475,4.236477146042335,5.713481952103376,5.688918617614236,8.085647811545634,0.3396157741801047,0.2625239319412515,0.2852765595791748,0.2328780683341609,0.0010148831295697,0.0007228571100932,0.0008258434220844,0.0006829112921309,0.9934170199979836,0.9898551539527825,0.9892965368485832,0.9775234206119542,0.0010148831295697,8.19067952844129,0.0007228571100932,8.505670531129772,0.0008258434220844,8.4702237351925,0.0006829112921309,8.767875296054163
Dendellion,34.878327759197255,53.31665193901648,21.36670011148293,53.0610731423586,4.098483835005558,5.035827339738937,3.0765328874023927,5.099529088041474,0.2657315517550935,0.2310094422221478,0.3461098307097727,0.2226363478429056,0.0006048022082775,0.0005137781751507,0.0009007713684534,0.000494422685756,0.989235517643758,0.9835491803025552,0.993406325256828,0.9836282646170996,0.0006048022082775,7.951411055185392,0.0005137781751507,8.133785977226136,0.0009007713684534,7.638114532545451,0.000494422685756,8.150104917297494
Dendellion,101.15069119286404,211.88421829733096,114.04443701226148,209.75131150657907,5.029910813823749,7.563192805449464,4.531817168338801,7.495050390935019,0.3567631753141266,0.2656499155924097,0.3997098604498586,0.2699645174680007,0.0009803999830973,0.0006369667544638,0.0011816100739615,0.0006372178011024,0.9815248754548674,0.9609956985576112,0.9790514736830832,0.9613880381846452,0.0009803999830973,7.920327749474684,0.0006369667544638,8.258157101325034,0.0011816100739615,7.720736736522824,0.0006372178011024,8.263149808212093
Dendellion,32.74848383500576,47.9605037974969,18.86935340022289,50.59714097157765,4.068840579710103,4.83653426695447,2.8434002229653665,5.068724063489162,0.2530987936766666,0.231368102895417,0.3659784417489823,0.2113414487240647,0.0007098275684214,0.0006631115133699,0.0012558213989653,0.0005787993171106,0.9915058450635654,0.9875819268794228,0.99510595381427,0.9868991791641788,0.0007098275684214,7.865433465216869,0.0006631115133699,8.005833555570128,0.0012558213989653,7.460046629935572,0.0005787993171106,8.069400076387291
Dendellion,12.03189520624295,33.843637095782,21.21596432552965,30.73266518271587,2.3528762541805595,4.0487578438719405,3.121270903009937,3.8739499558170047,0.3829932966371589,0.252930982718075,0.3142421600617178,0.264457446420169,0.0007269141284772,0.0004377121071419,0.0005795201147389,0.0004575225833801,0.9970370588675176,0.9916136743894448,0.9947370319213902,0.9923845805254548,0.0007269141284772,7.597539070717813,0.0004377121071419,8.105843965167747,0.0005795201147389,7.846206203901511,0.0004575225833801,8.063354962498442
Dendellion,36.00190635451487,55.19988590731656,23.91257525083632,59.89248442411168,4.340680044593055,5.350465878457689,3.5261984392418424,5.712106128566739,0.2363029494723009,0.1991650672997746,0.2764260722947717,0.182042227766802,0.0004063742762012,0.000337725604743,0.0004973564178377,0.000301083117632,0.9914475285028532,0.9869050098595034,0.9943159402349248,0.985791864315508,0.0004063742762012,8.222264785163627,0.000337725604743,8.417545958372328,0.0004973564178377,8.0253247021258,0.000301083117632,8.489400041514246
Dendellion,52.60744704570836,92.51734320645018,45.76453734671149,91.24779364883852,4.411170568561785,5.912786210445004,3.8376031215160777,5.713426024317314,0.3212182783626442,0.2604811934453881,0.3718650582650125,0.269040341823726,0.000721898151773,0.0005371898225206,0.0009318001041499,0.0005751239517815,0.9918959123932776,0.9857708540378408,0.992946954610246,0.9859661433760464,0.000721898151773,8.105171011747771,0.0005371898225206,8.374033479027856,0.0009318001041499,7.877509148705282,0.0005751239517815,8.31769974980831
Dendellion,45.11393534002217,79.23243587879234,39.39190635451516,78.51394279705995,4.739933110367852,6.262446728783674,4.194069119286514,6.107705730360859,0.2448164773323611,0.2028746197097856,0.2879569190289008,0.2075723240762168,0.000535286020912,0.000428410306819,0.0006558348216338,0.0004345977650512,0.9918598159442624,0.98566793814437,0.9929214609494068,0.9857981087114208,0.000535286020912,8.133695753634662,0.000428410306819,8.388831275078035,0.0006558348216338,8.003242331247979,0.0004345977650512,8.362842366130334
